SFR [Msun / yr],Stellar Metallicity [Mz/Mtot]
0.68530005,0.0051086196
0.30855462,0.0040259906
1.0710554,0.0037735759
0.8192851,0.006410537
0.604826,0.004429787
0.8047696,0.004501498
0.21232621,0.0057262303
0.5256828,0.007400014
0.49658635,0.005830647
0.32783172,0.005238679
0.40271977,0.00513784
1.0378901,0.0047456133
0.42025143,0.0060166814
0.2100407,0.0055196113
0.37059683,0.0044275443
0.6017508,0.006668142
0.797707,0.0044996943
0.40977842,0.0057134177
0.66640645,0.005148142
0.22058876,0.004079768
0.47203434,0.0053631426
0.3551096,0.0059970287
0.6319751,0.005571412
0.8324014,0.0048612924
0.59407943,0.005200558
0.50113714,0.005858435
0.4052258,0.004217959
0.7206415,0.0024756128
0.7734479,0.004545022
0.38906777,0.0029564386
0.33513945,0.0051573594
1.0173314,0.0042907647
0.56035674,0.0033613248
0.76085126,0.005560305
0.5215231,0.004272206
0.43133122,0.0039481767
0.35186946,0.0017735877
0.7164602,0.005427542
0.20751895,0.0056998627
0.40989318,0.003610113
0.4279119,0.004830597
0.4675741,0.005441901
0.21906884,0.004673175
0.36617464,0.0052481056
0.8899501,0.0057210135
0.45330617,0.0052450853
0.40256163,0.0058300463
0.40850374,0.004954385
0.4320991,0.0038757615
1.0987403,0.0017381915
0.4141709,0.0047591524
0.590827,0.004606408
0.4981623,0.004948907
0.20369059,0.004622339
0.6069131,0.0037369668
0.48236397,0.0059478898
0.26061475,0.0053896448
0.5363082,0.0047033266
0.49981147,0.006254685
0.7049698,0.00406047
0.41423312,0.0047406647
0.5869858,0.0048776115
0.35883975,0.005053679
1.0477334,0.0028866276
0.64137185,0.0051581194
0.6551015,0.004376887
0.3305642,0.005151565
0.61211574,0.0038606273
0.39633954,0.004482205
0.6450218,0.0047694473
0.732022,0.0037153726
1.257945,0.002304686
0.47186923,0.004375245
0.34429762,0.0023469776
0.60150677,0.0051415935
0.59033513,0.00306315
0.43620023,0.004497797
0.47674224,0.005670992
0.28993693,0.0055425125
0.44321176,0.0043886118
0.49238455,0.00504916
0.39700115,0.005779593
0.40224883,0.0058585224
0.2906654,0.0049140994
0.20019306,0.006090884
0.7113263,0.0033154779
0.37182802,0.005259327
0.37243205,0.0051776515
0.2950923,0.0048748814
0.63241225,0.005128781
0.75321853,0.0017370165
1.5069058,0.0024291128
0.97784466,0.0027163236
0.53932804,0.004276398
2.0496135,0.004028017
0.59955513,0.0027305125
0.81552494,0.0039228145
0.47458747,0.005199797
0.87836707,0.0038060201
0.63882095,0.004254401
0.7272272,0.0034221576
0.32384244,0.004758866
0.3277286,0.004876805
0.7465474,0.0054699257
1.0147748,0.0039893663
0.87544775,0.005172939
0.43725997,0.005914417
0.9990645,0.0033976967
0.82582206,0.0020307961
0.6627661,0.0025815503
0.65795565,0.00411836
0.4805428,0.0053629223
0.3486172,0.0051048636
0.4066384,0.0036598195
0.4104388,0.0038501883
0.8098089,0.0023000042
0.42826656,0.00565215
0.36366507,0.005526727
0.7663094,0.002764287
0.85751116,0.0046777846
0.38448453,0.0050335717
0.6082359,0.0032749628
0.53043675,0.0055650207
0.68961847,0.002486468
0.38548112,0.004339758
0.6637396,0.004140114
1.716615,0.003051505
0.28780237,0.00592811
0.4583788,0.004569868
0.48952532,0.0059557017
0.7435934,0.003937336
0.37267947,0.005107258
0.39093894,0.005623831
0.44424346,0.004658187
0.26292208,0.0048917676
1.0787318,0.0057683564
0.37147716,0.0059210774
0.26862696,0.0053422786
0.85972524,0.003508658
0.24199809,0.0044112704
0.5858591,0.0045042406
0.21745168,0.0052922894
0.45510155,0.005108533
0.61916274,0.0027656073
0.54106164,0.0052874777
0.4815304,0.0036494625
0.42323482,0.0045079617
0.44439352,0.005441252
0.4078862,0.0049263174
0.30188876,0.0049442765
0.48871145,0.004702041
0.42514,0.0048823846
1.1497363,0.0041914755
1.0549604,0.0049650986
0.9879214,0.0035069308
0.5178308,0.0056523136
0.5395587,0.003198522
0.6578098,0.0052352925
0.6931095,0.0054175537
0.37586045,0.003259196
0.8013401,0.004719092
0.34406492,0.004280603
1.2887154,0.0032425756
0.5035451,0.0043639895
0.49097723,0.0051165307
1.5341398,0.0026297197
0.25803703,0.005213937
0.5035341,0.0051879752
0.3902233,0.0058444384
0.4365694,0.005294872
0.6213884,0.0040773763
0.3074445,0.0044465447
0.49804276,0.004562567
0.55559504,0.0043383576
0.41949353,0.0028404095
0.46023142,0.0045833034
0.45093942,0.0037095782
0.48227164,0.0041918573
0.4748386,0.0036051015
0.57423586,0.0051130936
0.5948658,0.00360249
0.44504103,0.003920057
0.53147167,0.003837221
0.22140177,0.004682947
1.006473,0.0028531428
0.7932698,0.003253959
1.1369283,0.003342645
0.28606054,0.0044598365
0.8627891,0.0032169037
0.5650469,0.0052918573
0.6243404,0.0043740114
0.8055407,0.0042416467
0.46246758,0.0042478684
0.6429938,0.0027392642
0.36106294,0.004462244
0.70154583,0.0052118506
0.32889196,0.0054444605
0.21230248,0.005648591
0.4110476,0.004753087
0.29750255,0.0051864744
0.47939748,0.004534809
0.49472916,0.0057713026
0.5150738,0.0031072013
0.9708958,0.0026992261
0.74502486,0.0036872106
0.62704396,0.002400175
0.7829094,0.0026616564
0.59814376,0.003456481
0.490575,0.0033676375
0.7035614,0.0037808986
0.4001067,0.0055075255
0.66191614,0.0041955803
0.45082784,0.003926384
0.4902472,0.0044699926
0.57900596,0.0028038549
0.6023753,0.003865081
0.42783478,0.00346046
0.30911365,0.0052674715
0.542064,0.0032773658
0.23367457,0.0041638548
0.31839988,0.005428972
0.45757413,0.004402977
0.77531815,0.0054412275
0.5383032,0.004939411
0.7017315,0.0031830007
0.6436667,0.0056482214
0.9722886,0.0043405546
0.29642984,0.006262238
0.76364785,0.0051591536
0.5212113,0.0041893595
0.34311232,0.004347764
0.5408521,0.005276987
0.33542517,0.004454874
0.5647938,0.0036325993
0.33232337,0.00561845
0.37460625,0.0036713479
0.5339501,0.0047831237
0.7567898,0.0039131455
0.796592,0.002587492
0.49143368,0.0041881697
0.55994546,0.0035919794
0.48003876,0.0030088995
0.6937167,0.005440666
0.4873955,0.004291346
0.20161696,0.00523453
0.4682365,0.003592901
0.36274844,0.0059681875
0.7100204,0.004271849
0.46403143,0.0054096044
0.5683007,0.0043242997
0.6944275,0.003620593
0.5415777,0.0038443692
0.44262642,0.005232694
0.82633215,0.004510442
0.9578585,0.0040268665
0.3107046,0.005705348
0.9061666,0.004311745
0.48154613,0.0051639513
0.40264702,0.00358597
0.46898502,0.0046608774
0.5739989,0.0048695733
0.89470917,0.0041480036
0.94981766,0.0035779758
0.4294877,0.0047611347
1.3152174,0.0018455333
0.5090556,0.0048842146
0.2647207,0.004345898
0.35728344,0.0056867185
0.8057399,0.004928235
0.5915884,0.0022949758
0.7286519,0.0040633474
0.3726629,0.0052484833
0.5555648,0.004502637
0.69490945,0.004519399
0.38446605,0.004626915
0.67705685,0.0029137183
1.4034134,0.0022905504
0.296323,0.004826828
0.46223602,0.005577325
0.640553,0.0033991379
0.94583446,0.003970953
0.64821756,0.00460575
0.7376273,0.0035626413
0.21953027,0.005284888
1.2116133,0.002245361
0.5306567,0.004550247
0.30497292,0.0048399265
0.96524245,0.0039328802
0.35649833,0.00577812
0.31970686,0.0049175736
0.94315505,0.0036191528
0.4098158,0.003365906
0.47831735,0.00463855
0.1987126,0.005414663
0.70068884,0.004174849
0.5147437,0.0053942883
0.47634777,0.005024782
0.2529894,0.00545128
0.39237398,0.004728196
0.4939532,0.003922833
0.66360575,0.002632511
0.6662288,0.0039914926
0.39221063,0.003963701
1.4536022,0.0028198184
0.6912241,0.0046937047
1.1032335,0.00339608
0.49830884,0.005274312
0.369296,0.0052445754
0.6776927,0.005345093
0.32865757,0.0035929473
0.5724569,0.0038766686
0.4721083,0.004026828
0.24788058,0.006103514
1.4394814,0.003904713
0.5194362,0.0035068123
0.32375243,0.004550467
0.47097877,0.0038924732
0.5092462,0.0048158234
0.28375334,0.0053090346
0.2708138,0.005201464
0.44533843,0.005188293
0.33898422,0.005380715
1.2887824,0.0046198806
0.3270435,0.0049671372
0.47539282,0.0042921603
0.87543696,0.0033738448
0.9485852,0.0028704938
0.61876595,0.006022872
0.7869108,0.0036903436
0.637105,0.003855726
0.6924615,0.0030122218
0.4450576,0.0039829826
0.5334168,0.0054947464
0.5042041,0.0038052353
0.6557591,0.0041148835
0.4942486,0.0055739097
1.0031251,0.0041107098
0.8314655,0.0052200705
0.32356766,0.0054445188
0.36509848,0.0056695356
0.5070159,0.005413414
0.5344803,0.0032002025
0.38827392,0.005570989
0.59195757,0.0041366504
1.1203974,0.0039706086
0.69162357,0.0035159658
0.36448687,0.00600732
0.74498236,0.00361068
0.8746189,0.0027877176
0.80252963,0.004575735
0.4905763,0.0039001582
0.6941288,0.003886055
0.41411227,0.0051662168
0.44632047,0.004391983
0.69071954,0.0026126348
0.57320577,0.0040190537
0.49042457,0.00564276
0.7783661,0.004948804
0.5664902,0.0042774878
0.74516255,0.004213237
0.8388721,0.003687655
1.0161858,0.0029515414
0.35938197,0.0051938775
0.45563793,0.0042555733
0.5382857,0.004481726
0.5649512,0.0042559
0.49733138,0.0048196632
0.6943927,0.0031287745
0.62086433,0.0029229096
0.7196231,0.0024004912
0.37000555,0.0049020583
1.1590523,0.002134308
0.6139858,0.0050554182
0.5868955,0.0053970204
0.3928118,0.0049816947
0.4888625,0.0047279284
1.342058,0.0037062843
0.43701258,0.0046384893
0.9219354,0.004590772
0.3649816,0.005536931
0.7179689,0.0035637945
0.6496679,0.0037914591
0.7405198,0.0031798023
0.25804564,0.005246331
0.6100994,0.0034512994
0.4273653,0.0046041976
0.5425572,0.0046100593
0.3760471,0.0045892303
0.35384548,0.0050061163
0.5339944,0.003435692
0.647215,0.0032750564
0.4157589,0.0038356213
0.60773873,0.00480199
0.5513722,0.0030862927
0.4668585,0.005557497
2.3196018,0.002227913
0.53829867,0.0051200558
0.72478217,0.0040277406
0.43901905,0.0040806523
0.538926,0.0046724244
0.41134307,0.0043347166
0.5682751,0.0024224853
0.5468346,0.0046598883
0.55035317,0.0039346237
0.6571818,0.004326887
0.31213304,0.00556546
0.41786826,0.004185895
0.42011204,0.005091979
0.30525795,0.0050159935
0.74497813,0.0034653163
0.583554,0.0038601866
0.8014523,0.0024051229
0.4268665,0.0045728246
0.63322884,0.0047688712
0.31802344,0.0053008986
0.7513662,0.004548005
0.33359495,0.004798303
0.63210404,0.0032363548
0.35727057,0.005862016
0.4002325,0.004793214
0.4327579,0.003693167
0.49631304,0.0036852853
0.4361662,0.005460623
0.3203588,0.0050867465
0.26344696,0.0055189626
0.47219682,0.0042740637
0.62770134,0.0028078519
0.35439786,0.0061049517
0.5411179,0.0031153215
0.81916595,0.0038252736
0.5903623,0.0047477493
0.5148252,0.005022919
0.5995547,0.004051406
0.6298959,0.0035827234
0.5816421,0.0033812877
0.2716021,0.004687324
0.32448423,0.0049676457
0.84751225,0.0046800734
0.4588879,0.00520801
0.51470757,0.004741031
0.63281256,0.0042067976
0.5570467,0.005278464
0.47415894,0.0038081484
0.3597997,0.0047794296
0.5231573,0.0049619325
0.71790624,0.003101799
0.5916187,0.0043585068
0.74508834,0.005671511
0.20641631,0.004123997
0.34130475,0.0050015245
0.6447849,0.004489605
0.67541987,0.0039766864
0.5453562,0.0051299883
0.3537206,0.0046091643
0.49246404,0.0038844952
0.4999028,0.00548601
0.57514286,0.0043646838
0.78193486,0.0031711722
0.24614379,0.0051299594
0.39199448,0.004244869
0.34905884,0.005375916
0.88827515,0.004623425
0.42156294,0.004745579
0.59925425,0.004417736
0.67677015,0.0043368987
1.1743892,0.0033015362
0.5659185,0.004565594
0.9285182,0.0041847327
0.72200376,0.0045206035
0.32769796,0.0055573815
0.8167604,0.0033153153
0.9302602,0.0046221972
0.7112652,0.0041738227
0.749656,0.0033345753
1.1183811,0.0033965928
0.25719246,0.006134889
